number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
2,85.93319,83.6087933333333,85.6497972256794,83.3591490569239,0.689851168795996,0.659168835173801,13.94638,21.6712066666667,6.97319,6.57438658066963,802.0,848.133333333333,789.967999351873,837.228247585719,0.678182425152572,0.573900415327725,276.8,405.733333333333,138.4,130.484771354958,150.5,134.666666666667,142.807562824943,128.069745518327,0.642479175495818,0.692951108534983,95,2.66666666666666,47.5,44.783429475148,6694.5,6069.33333333333,6426.4165753552,5838.45886659909,0.653373489884749,0.691425956842675,3751.0,356.0,1875.5,1768.23835748716,142.05,160.2,131.199847560887,150.110039256008,0.617767741968097,0.474821438815541,108.9,101.8,54.45,51.3359523141433,16.1,12.5333333333333,12.0299625934581,9.21101390444169,0.452223442155028,0.599656475022008,21.4,5.33333333333333,10.7,10.0880567449281,27.26,18.3466666666667,5.29905651979671,2.44418166749791,0.0538666392674487,0.0937083030700332,53.48,17.6533333333333,26.74,25.2107137719044,5.5,5.66666666666667,5.47722557505166,5.64621617328617,0.689009238476659,0.605797499372304,1,2.33333333333333,0.5,0.471404520791032,7.02
2,85.93319,83.6396823255814,85.6497972256794,83.3891842399231,0.689851168795996,0.660389844530906,13.94638,21.2905502325581,6.97319,6.58522598879363,802.0,847.520265780731,789.967999351873,836.582031252608,0.678182425152572,0.575894021769921,276.8,402.18073089701,138.4,130.69990590376,150.5,134.87707641196,142.807562824943,128.25525837772,0.642479175495818,0.693037237043123,95,2.0,47.5,44.8572653932701,6694.5,6077.64119601329,6426.4165753552,5845.90815155109,0.653373489884749,0.691704852423443,3751.0,326.345514950166,1875.5,1771.1537104227,142.05,159.958803986711,131.199847560887,149.841683372327,0.617767741968097,0.477047227024075,108.9,101.170764119601,54.45,51.420591592917,16.1,12.58073089701,12.0299625934581,9.24375428291827,0.452223442155028,0.597798830943193,21.4,5.4046511627907,10.7,10.1046892570103,27.26,18.4651162790698,5.29905651979671,2.46944559957429,0.0538666392674487,0.0929822856668815,53.48,17.7740863787375,26.74,25.2522795077062,5.5,5.66445182724253,5.47722557505166,5.64393661824141,0.689009238476659,0.607599445603033,1,2.30897009966777,0.5,0.472181740981791,7.05
2,85.93319,83.6703667549669,85.6497972256794,83.4190312291452,0.689851168795996,0.661579039426228,13.94638,20.9124147019868,6.97319,6.59583275544778,802.0,846.911258278146,789.967999351873,835.940588338235,0.678182425152572,0.577858343390562,276.8,398.651655629139,138.4,130.910423113951,150.5,135.086092715232,142.807562824943,128.439808731689,0.642479175495818,0.693098145730738,95,1.33774834437087,47.5,44.9295166034153,6694.5,6085.8940397351,6426.4165753552,5853.31751379282,0.653373489884749,0.69195682364951,3751.0,296.887417218543,1875.5,1774.00649241485,142.05,159.719205298013,131.199847560887,149.575579673886,0.617767741968097,0.479250253452761,108.9,100.545695364238,54.45,51.503414295915,16.1,12.6278145695364,12.0299625934581,9.27639305837073,0.452223442155028,0.595947451237594,21.4,5.47549668874172,10.7,10.1209647927693,27.26,18.5827814569536,5.29905651979671,2.49480076360664,0.0538666392674487,0.0922684573384437,53.48,17.8940397350993,26.74,25.2929531363226,5.5,5.66225165562914,5.47722557505166,5.6416730707944,0.689009238476659,0.609370478123794,1,2.28476821192053,0.5,0.47294228003595,6.75
2,85.93319,83.7612127868853,85.6497972256794,83.5074605385853,0.689851168795996,0.664962212797567,13.94638,19.7928855737705,6.97319,6.62630317460726,802.0,845.108196721312,789.967999351873,834.044378831973,0.678182425152572,0.583580162866768,276.8,388.203278688525,138.4,131.5151830605,150.5,135.704918032787,142.807562824943,128.987757228438,0.642479175495818,0.693136644265988,95,0.622950819672127,47.5,45.1370751110819,6694.5,6110.32786885246,6426.4165753552,5875.30919005487,0.653373489884749,0.69255832652526,3751.0,209.672131147541,1875.5,1782.20177622808,142.05,159.009836065574,131.199847560887,148.790505747694,0.617767741968097,0.485725672364997,108.9,98.6950819672131,54.45,51.7413418904928,16.1,12.7672131147541,12.0299625934581,9.3737024818189,0.452223442155028,0.590432822156258,21.4,5.68524590163934,10.7,10.1677200776542,27.26,18.9311475409836,5.29905651979671,2.57140530821118,0.0538666392674487,0.0901970171464522,53.48,18.2491803278689,26.74,25.4097976520069,5.5,5.65573770491803,5.47722557505166,5.6349768072415,0.689009238476659,0.614503320310728,1,2.21311475409836,0.5,0.475127106432441,4.86
1,118.71,118.71,118.71,118.71,0.0,0.0,0.0,0.0,0.0,0.0,708.2,708.2,708.2,708.2,0.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,145.0,145.0,0.0,0.0,0,0.0,0.0,0.0,7310.0,7310.0,7310.0,7310.0,0.0,0.0,0.0,0.0,0.0,0.0,108.8,108.8,108.8,108.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0,0.0,0.0,0.0,3.734
1,92.90638,92.90638,92.90638,92.90638,0.0,0.0,0.0,0.0,0.0,0.0,663.6,663.6,663.6,663.6,0.0,0.0,0.0,0.0,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,0,0.0,0.0,0.0,8570.0,8570.0,8570.0,8570.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6,87.6,87.6,87.6,0.0,0.0,0.0,0.0,0.0,0.0,26.8,26.8,26.8,26.8,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0,0.0,0.0,0.0,9.16
2,90.906115,92.90237947,90.8841057849116,92.9022908737576,0.692905081038956,0.0076091964657867,4.00053,92.72456777,2.000265,0.1264445967237,639.5,663.5518,639.04572606348,663.549961738117,0.692436906692268,0.0074033526321253,48.2,662.321,24.1,1.52345553266251,205.0,198.014,204.880452947566,198.013527672402,0.692564080898391,0.0083926485063798,14,197.59,7.0,0.442497457619815,6521.0,8565.902,6190.72209035424,8564.42761021456,0.642935241068945,0.0044675863691253,4098.0,8556.958,2049.0,129.525327237572,59.35,87.5435,52.1954020963533,87.5093307449681,0.575143711081428,0.0031768426548169,56.5,87.4813,28.25,1.78579331110854,19.1,26.7846,17.4791304131527,26.7771014554402,0.609527587941962,0.0037291585632129,15.4,26.7618,7.7,0.486747203381797,35.5,53.963,30.2985148150862,53.9376244349334,0.550429660655027,0.0028550230992137,37.0,53.929,18.5,1.16945756656665,4.0,4.998,3.87298334620742,4.99744652412715,0.661563238157982,0.0050527494853617,2,4.992,1.0,0.0632139225171164,9.27
2,90.906115,92.8263694,90.8841057849116,92.8246316616342,0.692905081038956,0.0947332361764799,4.00053,89.2701354,2.000265,0.5600742,639.5,662.636,639.04572606348,662.599951326683,0.692436906692268,0.0924374414579285,48.2,638.02,24.1,6.74800000000001,205.0,198.28,204.880452947566,198.270729124121,0.692564080898391,0.103377219906105,14,189.8,7.0,1.96,6521.0,8488.04,6190.72209035424,8459.23794954094,0.642935241068945,0.0584556157294109,4098.0,8309.16,2049.0,573.72,59.35,86.47,52.1954020963533,85.8043354010563,0.575143711081428,0.042663196812781,56.5,85.226,28.25,7.91,19.1,26.492,17.4791304131527,26.3457274801466,0.609527587941962,0.0494947004963599,15.4,26.036,7.7,2.156,35.5,53.26,30.2985148150862,52.7660838248653,0.550429660655027,0.0386269399788802,37.0,52.58,18.5,5.18,4.0,4.96,3.87298334620742,4.94917749406452,0.661563238157982,0.0654283491913432,2,4.84,1.0,0.28,9.26
2,125.07819,92.97072362,120.869881504865,92.9552843452568,0.659693007056142,0.0124847728407945,64.34362,92.65622362,32.17181,2.03370630457539,628.9,663.5306,627.941971841348,663.52670040671,0.691624228140387,0.0071799211272632,69.4,662.3422,34.7,2.19352311134394,215.5,198.035,214.788267836025,198.03223136483,0.689846299481181,0.0091119514162114,35,197.569,17.5,1.10624364404954,8235.5,8569.331,8228.70402918954,8569.30347242839,0.692322089694262,0.0073654635084595,669.0,8553.529,334.5,21.1450570819754,69.55,87.5639,67.1669561614936,87.553479307903,0.659081822763053,0.0049628874455633,36.1,87.4609,18.05,1.14101130143395,18.4,26.7832,16.3707055437449,26.7735931282142,0.584980956169695,0.0033202747632256,16.8,26.7632,8.4,0.530996949143778,32.5,53.957,24.3721152139079,53.9141495221937,0.454664400430208,0.0019363085511092,43.0,53.935,21.5,1.359099334118,4.0,4.998,3.87298334620742,4.99744652412715,0.661563238157982,0.0050527494853617,2,4.992,1.0,0.0632139225171164,9.18
2,125.07819,93.5498162,120.869881504865,93.3965834889785,0.659693007056142,0.0853467483159659,64.34362,90.4048162,32.17181,6.40210935579623,628.9,662.906,627.941971841348,662.867368301825,0.691624228140387,0.0511827737188941,69.4,651.022,34.7,6.90521281351994,215.5,198.35,214.788267836025,198.322549855565,0.689846299481181,0.0638828591549686,35,193.69,17.5,3.48245602987317,8235.5,8563.31,8228.70402918954,8563.03727119746,0.692322089694262,0.0524165280783783,669.0,8405.29,334.5,66.5646595424329,69.55,87.239,67.1669561614936,87.1359032397318,0.659081822763053,0.0361831339258742,36.1,86.209,18.05,3.5919046479549,18.4,26.632,16.3707055437449,26.5370990888672,0.584980956169695,0.0247177035082479,16.8,26.432,8.4,1.67157889433912,32.5,53.57,24.3721152139079,53.1476111758391,0.454664400430208,0.014758186294828,43.0,53.35,21.5,4.27844597955847,4.0,4.98,3.87298334620742,4.97452384357765,0.661563238157982,0.0368010221300626,2,4.92,1.0,0.198997487421324,9.19
2,31.9332,32.341758974359,27.6738735958666,28.0654268474472,0.562898658189516,0.55223751555298,31.8676,16.7526,15.9338,15.928561203212,985.45,977.048717948718,929.385377547979,921.18544396497,0.636806841709439,0.644461267773297,655.3,302.382051282051,327.65,327.542273546324,112.0,113.641025641026,91.9130023446085,93.4568635215964,0.519579839130515,0.508306378158137,128,66.8717948717949,64.0,63.9789577505409,2254.2145,2311.97823076923,80.2527445013564,88.9850426716121,0.0028705873912925,0.0027425442161643,4505.571,2310.58587179487,2252.7855,2252.04481758642,75.8,74.0897435897436,36.0104151600617,34.7624614065854,0.227040116205976,0.235107585191149,133.4,64.7564102564102,66.7,66.6780700306418,9.461,9.69789743589744,2.03749846625709,2.15666674730279,0.0638184169516466,0.0612318357456605,18.478,9.48158974358975,9.239,9.23596235401949,11.01329,11.2950005128205,0.764696018035925,0.833484233615735,0.009314994264342,0.0089085494610231,21.97342,11.2691020512821,10.98671,10.9830977329288,3.0,3.02564102564103,2.82842712474619,2.85367396082649,0.636514168294813,0.628393057995214,2,1.07692307692308,1.0,0.999671214852201,0.8
2,31.9332,31.9332,27.6738735958666,27.6738735958666,0.562898658189516,0.562898658189516,31.8676,15.9338,15.9338,15.9338,985.45,985.45,929.385377547979,929.385377547979,0.636806841709439,0.636806841709439,655.3,327.65,327.65,327.65,112.0,112.0,91.9130023446085,91.9130023446085,0.519579839130515,0.519579839130515,128,64.0,64.0,64.0,2254.2145,2254.2145,80.2527445013564,80.2527445013564,0.0028705873912925,0.0028705873912925,4505.571,2252.7855,2252.7855,2252.7855,75.8,75.8,36.0104151600617,36.0104151600617,0.227040116205976,0.227040116205976,133.4,66.7,66.7,66.7,9.461,9.461,2.03749846625709,2.03749846625709,0.0638184169516466,0.0638184169516466,18.478,9.239,9.239,9.239,11.01329,11.01329,0.764696018035925,0.764696018035925,0.009314994264342,0.009314994264342,21.97342,10.98671,10.98671,10.98671,3.0,3.0,2.82842712474619,2.82842712474619,0.636514168294813,0.636514168294813,2,1.0,1.0,1.0,0.64
2,31.9332,31.4691087378641,27.6738735958666,27.2357222687874,0.562898658189516,0.574736422723427,31.8676,15.0037067961165,15.9338,15.9270399553843,985.45,994.993203883495,929.385377547979,938.788448638124,0.636806841709439,0.627566384456243,655.3,356.352427184466,327.65,327.510991814989,112.0,110.135922330097,91.9130023446085,90.1902119412599,0.519579839130515,0.532246469864143,128,60.7378640776699,64.0,63.9728474779775,2254.2145,2188.59938834951,80.2527445013564,71.3683554888979,0.0028705873912925,0.003023191173472,4505.571,2187.12876699029,2252.7855,2251.82973737655,75.8,77.7427184466019,36.0104151600617,37.482430293477,0.227040116205976,0.218131326937565,133.4,68.9077669902913,66.7,66.6717019809547,9.461,9.19190291262136,2.03749846625709,1.91010039287205,0.0638184169516466,0.0668801849344536,18.478,8.96343689320388,9.239,9.23508027889116,11.01329,10.6932887378641,0.764696018035925,0.69341879621683,0.009314994264342,0.0097986974333549,21.97342,10.6659345631068,10.98671,10.9820487986683,3.0,2.97087378640777,2.82842712474619,2.8000195363481,0.636514168294813,0.645192888601118,2,0.912621359223301,1.0,0.999575741843398,0.54
1,92.90638,92.90638,92.90638,92.90638,0.0,0.0,0.0,0.0,0.0,0.0,663.6,663.6,663.6,663.6,0.0,0.0,0.0,0.0,0.0,0.0,198.0,198.0,198.0,198.0,0.0,0.0,0,0.0,0.0,0.0,8570.0,8570.0,8570.0,8570.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6,87.6,87.6,87.6,0.0,0.0,0.0,0.0,0.0,0.0,26.8,26.8,26.8,26.8,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0,0.0,0.0,0.0,9.23
2,136.92713,94.66721,129.658059909419,94.1533328414191,0.640539972214015,0.162271823576613,88.0415,87.4292948,44.02075,12.32581,711.85,665.53,710.21289765816,665.404394074586,0.690848277326687,0.108902350806876,96.5,635.126,48.25,13.51,199.0,198.04,198.997487421324,198.039803330214,0.693134554563017,0.0988084631706829,2,190.04,1.0,0.28,12610.0,8731.6,11945.3128883257,8684.59340033786,0.640909155597619,0.161978650800093,8080.0,8065.6,4040.0,1131.2,60.05,86.498,53.3572862878164,85.8799318765442,0.583862461615834,0.0442396279892751,55.1,85.198,27.55,7.714,31.4,26.984,31.0612298533075,26.9586504833476,0.682377806437999,0.12301387464438,9.2,25.544,4.6,1.288,55.5,54.06,55.4797260267208,54.0584241816105,0.692781905987648,0.102242511767991,3.0,51.78,1.5,0.42,5.0,5.0,5.0,5.0,0.693147180559945,0.0980391132797319,0,4.8,0.0,0.0,9.02
