ID,imputed_columns,imputation_type,timestamp
A-1022607,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1022608,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1022609,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1023856,"Humidity(%), Visibility(mi)",Numeric,2026-04-26T16:00:52.201662Z
A-1023858,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1023863,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1025249,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1026166,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1026180,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1026217,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1026269,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1028053,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1028057,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1029796,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1029799,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1030225,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1031207,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1032925,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1034566,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1039182,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1039183,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1042470,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1042471,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1042475,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1043722,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1045030,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1046687,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1046688,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1046701,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1046821,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1046823,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1048323,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1048379,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1048380,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1049991,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1051606,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1051607,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1051628,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1051652,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1051768,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1054181,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1054339,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1056152,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1057808,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1057975,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1057976,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1061306,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1062364,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1062371,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1065390,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1065391,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1065395,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1065403,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1065407,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1065463,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1065468,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1067130,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1067136,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1068684,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1068685,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1068687,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1068730,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1068748,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1069955,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1071223,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1071260,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1071446,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1071447,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1072852,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1072914,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1072936,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1072938,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1073097,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1073384,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1074412,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1075852,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1075867,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1075871,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1075873,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1076002,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1076004,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1077276,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1077278,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1077313,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1077525,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1078852,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1078856,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1081307,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1081478,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1081479,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1081480,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1082990,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1084188,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1084189,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1085874,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1086000,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1086001,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1088413,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1088414,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1089892,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1089926,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1089933,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1090026,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1090047,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1090048,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1090055,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1090161,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1090162,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1091522,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1091523,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1092898,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1092899,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1092943,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1094375,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1096657,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1096665,"Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1096672,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1096700,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1096712,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1096935,Pressure(in),Numeric,2026-04-26T16:00:52.201662Z
A-1099052,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1099054,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1099059,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1100452,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1101964,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1102009,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1103477,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1103506,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1104366,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1104435,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1104457,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1104625,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1107686,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1107758,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1107799,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1108284,Pressure(in),Numeric,2026-04-26T16:00:52.201662Z
A-1111822,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1112252,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1112253,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1113235,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1114639,"Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1114876,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1116196,"Temperature(F), Humidity(%), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1117585,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1118889,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1118916,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1118944,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1118988,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1118989,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1119122,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1119123,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1119130,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1120107,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1120119,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1120465,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1120477,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1121296,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1121299,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1121301,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1122862,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1122909,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1122910,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1122948,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1124379,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1124382,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1124401,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1124405,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1124406,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1124444,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1124451,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1124453,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1124498,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1124614,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1124623,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1125930,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1125933,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1125934,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1125952,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1125987,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1126013,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1127154,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1127219,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1128142,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1128586,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1129451,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1129459,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1129491,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1129504,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1129648,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1129659,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1129668,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1130991,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1132393,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1132411,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1132413,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1132458,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1132482,"Temperature(F), Humidity(%)",Numeric,2026-04-26T16:00:52.201662Z
A-1132515,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1134018,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1135165,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1136208,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1136712,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1137553,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1137780,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1139159,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1140579,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1141969,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1141975,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1143452,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1143458,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1143570,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1143571,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1143966,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1144618,Wind_Speed(mph),Numeric,2026-04-26T16:00:52.201662Z
A-1144924,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1144927,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1145099,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1145889,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1145937,Humidity(%),Numeric,2026-04-26T16:00:52.201662Z
A-1145966,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1145973,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1145991,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1145993,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
A-1145996,"Temperature(F), Humidity(%), Pressure(in), Visibility(mi), Wind_Speed(mph)",Numeric,2026-04-26T16:00:52.201662Z
A-1145998,Visibility(mi),Numeric,2026-04-26T16:00:52.201662Z
